false_id,group,control_id,design_distance,max_standardized_gap
zh_ja_001,true_friend,true_003168,4.158929877744137,1.2642257046079157
zh_ja_001,true_friend,true_005177,4.174371037983838,1.4386016638641794
zh_ja_001,true_friend,true_001247,4.186889424204908,1.467664323740224
zh_ja_001,true_friend,true_005973,4.258528312461645,1.4095390039881355
zh_ja_001,true_friend,true_004853,4.306581120695115,1.3950076740501136
zh_ja_001,true_friend,true_001615,4.309300886177309,1.4967269836162682
zh_ja_001,true_friend,true_000385,4.338949311082165,1.4967269836162682
zh_ja_001,true_friend,true_002041,4.374428659261631,1.3927767302724567
zh_ja_001,true_friend,true_001705,4.375817465010654,1.4095390039881366
zh_ja_001,true_friend,true_005723,4.426326224661766,1.365945014174069
zh_ja_001,true_friend,true_002189,4.472557907846028,1.5112583135542885
zh_ja_001,true_friend,true_005641,4.504963820162632,1.4416135729607336
zh_ja_001,true_friend,true_001745,4.576431846401082,1.3514136842360474
zh_ja_001,true_friend,true_004517,4.580266245894002,1.5548523033683563
zh_ja_001,true_friend,true_000481,4.6007869167683255,1.569383633306378
zh_ja_002,true_friend,true_003429,0.015767018607003126,0.08930349567013371
zh_ja_002,true_friend,true_001518,0.10790094634534345,0.23442776648150246
zh_ja_002,true_friend,true_000672,0.11345588911033538,0.2757973723311791
zh_ja_002,true_friend,true_005057,0.1708040916918773,0.2934257714875828
zh_ja_002,true_friend,true_003538,0.17473089221868587,0.3061834137261737
zh_ja_002,true_friend,true_002450,0.21335368495643667,0.3572139826805354
zh_ja_002,true_friend,true_000806,0.2311603351082566,0.34875191851252796
zh_ja_002,true_friend,true_002839,0.24218890547104605,0.36328324845055027
zh_ja_002,true_friend,true_006230,0.257146303311283,0.38611632126365103
zh_ja_002,true_friend,true_001744,0.28822583228574855,0.4504712280786826
zh_ja_002,true_friend,true_003812,0.3161381472731891,0.42100219387348853
zh_ja_002,true_friend,true_000189,0.3257047101158172,0.44127579572988695
zh_ja_002,true_friend,true_003130,0.32683375233626066,0.42140856820263844
zh_ja_002,true_friend,true_003843,0.3272875037509076,0.4688555329630049
zh_ja_002,true_friend,true_006036,0.3294370693687917,0.42748592711332767
zh_ja_002,true_friend,true_006467,0.3404528788350091,0.4688555329630049
zh_ja_002,true_friend,true_000150,0.3533515448726756,0.4337598361120788
zh_ja_002,true_friend,true_006106,0.36791731147605927,0.4650025580167042
zh_ja_002,true_friend,true_004575,0.374439004715307,0.47953388795472646
zh_ja_002,true_friend,true_003228,0.4081103963309355,0.5240150074292409
zh_ja_002,true_friend,true_002227,0.4229155528229275,0.5240150074292409
zh_ja_002,true_friend,true_002480,0.42421465503613054,0.4688555329630049
zh_ja_002,true_friend,true_005341,0.43581205884021135,0.5521905376448364
zh_ja_002,true_friend,true_002012,0.43734780853316446,0.48479040506644105
zh_ja_002,true_friend,true_005932,0.4557947178295364,0.4940652178927488
zh_ja_002,true_friend,true_005244,0.4856980807172032,0.5515947446623588
zh_ja_002,true_friend,true_005052,0.5490704921691469,0.5653846132789175
zh_ja_002,true_friend,true_003840,0.5520133971011425,0.5521905376448364
zh_ja_002,true_friend,true_003706,0.5537762309807721,0.5929643505120356
zh_ja_002,true_friend,true_006045,0.5749233133641156,0.6103158573969237
zh_ja_002,true_friend,true_002342,0.5822594255805233,0.6248471873349467
zh_ja_002,true_friend,true_001990,0.6009314420969618,0.5613362584979845
zh_ja_002,true_friend,true_004605,0.6048519851114704,0.6248471873349462
zh_ja_002,true_friend,true_003393,0.6238949193930783,0.6481238249782715
zh_ja_002,true_friend,true_006516,0.6488690540609057,0.6205440877451535
zh_ja_002,true_friend,true_000712,0.6519222062139669,0.625124469690937
zh_ja_002,true_friend,true_000741,0.6561935750767188,0.6684411771490125
zh_ja_002,true_friend,true_004166,0.6646547233160757,0.6481238249782715
zh_ja_002,true_friend,true_005184,0.6715424229148531,0.6829725070870342
