pair,model,prompt_mode,wrapper,normalization,comparison,n,estimate,ci_low,ci_high,positive_rate
zh_ja,gemma3_4b,chat,bare,sum,full_minus_language_only,27,10.9602595700158,6.5784185268260815,15.53429068415253,0.8888888888888888
zh_ja,gemma3_4b,chat,bare,sum,full_minus_shuffled,27,11.934998635892514,6.648031319291503,17.547730992016966,0.7777777777777778
zh_ja,gemma3_4b,chat,bare,sum,masked_minus_shuffled,27,7.165901634428236,2.828689870569441,11.355482229921552,0.8888888888888888
zh_ja,gemma3_4b,chat,definition,mean,full_minus_language_only,27,1.6747528976864285,1.0811390441876871,2.2890882390516776,0.8518518518518519
zh_ja,gemma3_4b,chat,definition,mean,full_minus_shuffled,27,2.3148325902444347,1.6060487802381869,3.0049009038342365,0.9259259259259259
zh_ja,gemma3_4b,chat,definition,mean,masked_minus_shuffled,27,1.4473264040770355,0.8951139831984485,1.991172594052774,0.8518518518518519
zh_ja,gemma3_4b,chat,definition,sum,full_minus_language_only,27,8.235065813417789,5.002805889977349,11.491607574180318,0.8518518518518519
zh_ja,gemma3_4b,chat,definition,sum,full_minus_shuffled,27,11.39044302481192,7.587897284825643,15.150000448580139,0.9259259259259259
zh_ja,gemma3_4b,chat,definition,sum,masked_minus_shuffled,27,7.370298880117911,4.6317424226690225,10.073505629433525,0.8888888888888888
zh_ja,gemma3_4b,chat,refers,mean,full_minus_language_only,27,1.2325957439563893,0.6182076509352084,1.8410786302001383,0.8148148148148148
zh_ja,gemma3_4b,chat,refers,mean,full_minus_shuffled,27,2.316234500319869,1.6459701429914546,2.9699209036650482,0.8888888888888888
zh_ja,gemma3_4b,chat,refers,mean,masked_minus_shuffled,27,1.7300446474993671,1.1373963643003393,2.3783467522373902,0.8518518518518519
zh_ja,gemma3_4b,chat,refers,sum,full_minus_language_only,27,7.596470444290726,3.7481406547405105,11.520631196763777,0.8148148148148148
zh_ja,gemma3_4b,chat,refers,sum,full_minus_shuffled,27,14.070842107137045,9.341222166132043,18.39712063471476,0.8888888888888888
