pair,model,prompt_mode,condition,wrapper,normalization,id,semantic,language,interaction,diagonal_switch,midpoint
id_tl,gemma3_12b,chat,full,definition,sum,id_tl_042,-4.515621185302734,20.984371185302734,-13.718757629394531,16.46875,-6.734375
id_tl,gemma3_12b,chat,full,definition,sum,id_tl_043,13.169719696044922,5.427288055419922,-6.295112609863281,18.597007751464844,16.884410858154297
id_tl,gemma3_12b,chat,full,definition,sum,id_tl_046,-1.7698631286621094,3.2862815856933594,4.792808532714844,1.51641845703125,52.98704528808594
id_tl,gemma3_12b,chat,full,definition,sum,id_tl_047,11.343753814697266,9.773441314697266,12.625007629394531,21.11719512939453,3.5664100646972656
id_tl,gemma3_12b,chat,full,refers,mean,id_tl_000,1.234910011291504,0.2386178970336914,-1.651681900024414,1.4735279083251953,-1.081599235534668
id_tl,gemma3_12b,chat,full,refers,mean,id_tl_001,3.9812498092651367,1.1062498092651367,1.3625011444091797,5.087499618530273,-0.4062490463256836
id_tl,gemma3_12b,chat,full,refers,mean,id_tl_002,3.6328115463256836,0.4640626907348633,0.9031238555908203,4.096874237060547,1.1484375
id_tl,gemma3_12b,chat,full,refers,mean,id_tl_003,0.8078117370605469,2.839061737060547,3.078125,3.6468734741210938,1.2796878814697266
id_tl,gemma3_12b,chat,full,refers,mean,id_tl_004,3.8000001907348633,2.3000001907348633,0.3124980926513672,6.100000381469727,0.0937490463256836
id_tl,gemma3_12b,chat,full,refers,mean,id_tl_005,5.181249618530273,2.643749237060547,-6.537502288818359,7.82499885559082,-2.9875001907348633
id_tl,gemma3_12b,chat,full,refers,mean,id_tl_007,2.0134057998657227,2.2880163192749023,-3.9883861541748047,4.301422119140625,-2.879568099975586
id_tl,gemma3_12b,chat,full,refers,mean,id_tl_008,2.90625,1.6687507629394531,-1.2874984741210938,4.575000762939453,-0.7124996185302734
id_tl,gemma3_12b,chat,full,refers,mean,id_tl_009,2.0374999046325684,0.9874997138977051,-0.7750005722045898,3.0249996185302734,0.9875001907348633
id_tl,gemma3_12b,chat,full,refers,mean,id_tl_011,2.2412261962890625,1.2547578811645508,3.0950984954833984,3.4959840774536133,2.3246140480041504
id_tl,gemma3_12b,chat,full,refers,mean,id_tl_012,0.5812511444091797,4.34375,-0.8624992370605469,4.92500114440918,-0.9875001907348633
id_tl,gemma3_12b,chat,full,refers,mean,id_tl_013,1.6250019073486328,0.8500003814697266,-1.0499992370605469,2.4750022888183594,0.3125
id_tl,gemma3_12b,chat,full,refers,mean,id_tl_014,5.428123474121094,2.4968738555908203,4.65625,7.924997329711914,-0.6125001907348633
id_tl,gemma3_12b,chat,full,refers,mean,id_tl_015,2.065624237060547,1.3156242370605469,-0.7187461853027344,3.3812484741210938,0.36562538146972656
id_tl,gemma3_12b,chat,full,refers,mean,id_tl_016,3.5437498092651367,-0.05000019073486328,-0.3000011444091797,3.4937496185302734,-0.8218755722045898
id_tl,gemma3_12b,chat,full,refers,mean,id_tl_017,3.820309638977051,2.9953107833862305,1.7343730926513672,6.815620422363281,-1.1578140258789062
id_tl,gemma3_12b,chat,full,refers,mean,id_tl_019,6.100517749786377,-0.18670129776000977,-2.9146738052368164,5.913816452026367,1.6507329940795898
id_tl,gemma3_12b,chat,full,refers,mean,id_tl_021,5.89375114440918,0.4562492370605469,1.6875,6.350000381469727,-1.3249998092651367
id_tl,gemma3_12b,chat,full,refers,mean,id_tl_022,5.275781631469727,2.2554702758789062,2.964061737060547,7.531251907348633,-0.11562442779541016
id_tl,gemma3_12b,chat,full,refers,mean,id_tl_024,1.1387228965759277,1.8823485374450684,-0.06145000457763672,3.021071434020996,4.158010005950928
id_tl,gemma3_12b,chat,full,refers,mean,id_tl_027,4.88749885559082,0.8999996185302734,-1.3749961853027344,5.787498474121094,-0.14374923706054688
id_tl,gemma3_12b,chat,full,refers,mean,id_tl_029,3.9218740463256836,3.33437442779541,0.2437458038330078,7.256248474121094,1.5656242370605469
id_tl,gemma3_12b,chat,full,refers,mean,id_tl_032,1.5562505722045898,0.3437490463256836,-0.6125011444091797,1.8999996185302734,0.07499980926513672
id_tl,gemma3_12b,chat,full,refers,mean,id_tl_033,0.4265151023864746,3.086338520050049,3.433821678161621,3.5128536224365234,7.787921905517578
id_tl,gemma3_12b,chat,full,refers,mean,id_tl_034,4.69960880279541,0.9730463027954102,1.7039051055908203,5.67265510559082,-2.1613283157348633
id_tl,gemma3_12b,chat,full,refers,mean,id_tl_035,1.25,2.8125,1.125,4.0625,0.53125
id_tl,gemma3_12b,chat,full,refers,mean,id_tl_037,1.0124998092651367,-0.012499809265136719,0.47500038146972656,1.0,0.41250038146972656
id_tl,gemma3_12b,chat,full,refers,mean,id_tl_039,0.990626335144043,0.928126335144043,-5.10624885559082,1.918752670288086,-1.7218751907348633
id_tl,gemma3_12b,chat,full,refers,mean,id_tl_040,2.144418239593506,1.1993451118469238,-2.0389528274536133,3.3437633514404297,-4.77408504486084
id_tl,gemma3_12b,chat,full,refers,mean,id_tl_042,-0.05937480926513672,4.19687557220459,-2.7437496185302734,4.137500762939453,-1.1875
id_tl,gemma3_12b,chat,full,refers,mean,id_tl_043,1.4120597839355469,0.4130373001098633,-1.6647663116455078,1.8250970840454102,4.300172328948975
id_tl,gemma3_12b,chat,full,refers,mean,id_tl_046,0.050356388092041016,-0.5579638481140137,0.21203136444091797,-0.5076074600219727,-7.428239345550537
id_tl,gemma3_12b,chat,full,refers,mean,id_tl_047,2.6999988555908203,1.4500007629394531,2.1312484741210938,4.149999618530273,0.5343751907348633
id_tl,gemma3_12b,chat,full,refers,sum,id_tl_000,7.504966735839844,1.3481597900390625,-11.056838989257812,8.853126525878906,-24.639583587646484
id_tl,gemma3_12b,chat,full,refers,sum,id_tl_001,19.90625,5.53125,6.8125,25.4375,-2.03125
id_tl,gemma3_12b,chat,full,refers,sum,id_tl_002,18.1640625,2.3203125,4.515625,20.484375,5.7421875
id_tl,gemma3_12b,chat,full,refers,sum,id_tl_003,4.0390625,14.1953125,15.390625,18.234375,6.3984375
id_tl,gemma3_12b,chat,full,refers,sum,id_tl_004,19.0,11.5,1.5625,30.5,0.46875
id_tl,gemma3_12b,chat,full,refers,sum,id_tl_005,25.90625,13.21875,-32.6875,39.125,-14.9375
id_tl,gemma3_12b,chat,full,refers,sum,id_tl_007,10.654548645019531,11.917274475097656,-21.2904052734375,22.571823120117188,3.598541259765625
id_tl,gemma3_12b,chat,full,refers,sum,id_tl_008,14.531253814697266,8.343753814697266,-6.437492370605469,22.87500762939453,-3.5624961853027344
id_tl,gemma3_12b,chat,full,refers,sum,id_tl_009,10.1875,4.9375,-3.875,15.125,4.9375
id_tl,gemma3_12b,chat,full,refers,sum,id_tl_011,17.381031036376953,6.736309051513672,18.78449249267578,24.117340087890625,-17.108306884765625
id_tl,gemma3_12b,chat,full,refers,sum,id_tl_012,2.90625,21.71875,-4.3125,24.625,-4.9375
id_tl,gemma3_12b,chat,full,refers,sum,id_tl_013,8.125,4.25,-5.25,12.375,1.5625
id_tl,gemma3_12b,chat,full,refers,sum,id_tl_014,27.140625,12.484375,23.28125,39.625,-3.0625
id_tl,gemma3_12b,chat,full,refers,sum,id_tl_015,10.328125,6.578125,-3.59375,16.90625,1.828125
id_tl,gemma3_12b,chat,full,refers,sum,id_tl_016,17.71875,-0.25,-1.5,17.46875,-4.109375
id_tl,gemma3_12b,chat,full,refers,sum,id_tl_017,19.10155487060547,14.976554870605469,8.671859741210938,34.07810974121094,-5.789070129394531
id_tl,gemma3_12b,chat,full,refers,sum,id_tl_019,32.79779052734375,-0.5046920776367188,-16.4671630859375,32.29309844970703,-9.518817901611328
id_tl,gemma3_12b,chat,full,refers,sum,id_tl_021,29.46875,2.28125,8.4375,31.75,-6.625
